Daily Closing Price,12-Day Exponential Moving Average,26-Day Exponential Moving Average,24-Day Trade Break Out Rule,29-Day Volatility,25-day Momentum,EMA Action,TBR Action,VOL Action,MOM Action
357.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
356.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
358.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
353.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
345.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
359.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
355.89,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352.03,355.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350.37,354.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
348.16,353.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
341.54,351.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352.58,351.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352.58,351.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
354.79,352.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361.41,353.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360.85,354.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361.96,355.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361.96,356.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
358.65,357.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
357.54,357.2,N/A,-0.01,N/A,N/A,N/A,2,N/A,N/A
363.61,358.19,N/A,0,N/A,6.07,N/A,2,N/A,1
369.13,359.87,355.42,0.02,N/A,12.69,1,2,N/A,1
370.23,361.46,356.52,0,N/A,12.13,1,2,N/A,1
371.34,362.98,357.62,0,N/A,19.31,1,2,N/A,1
374.65,364.78,358.88,0.01,0.019,21.52,1,2,1,1
380.17,367.15,360.46,0.01,0.021,29.8,1,2,1,1
386.24,370.09,362.37,0.02,0.024,40.28,1,2,1,1
388.99,373,364.34,0.01,0.028,36.41,1,2,1,1
391.75,375.88,366.37,0.01,0.032,30.9,1,2,1,1
391.2,378.24,368.21,0,0.035,30.35,1,2,1,1
385.68,379.38,369.5,-0.02,0.038,26.48,1,0,1,1
387.89,380.69,370.86,-0.01,0.038,32,1,2,1,1
387.34,381.71,372.08,-0.01,0.039,35.31,1,2,1,1
387.34,382.58,373.21,-0.01,0.04,36.97,1,2,1,1
395.62,384.59,374.87,0.01,0.041,47.46,1,2,1,1
390.65,385.52,376.04,-0.01,0.043,49.11,1,2,1,1
386.24,385.63,376.8,-0.02,0.044,33.66,1,0,1,1
389.55,386.23,377.74,-0.02,0.043,36.97,1,0,1,1
385.68,386.15,378.33,-0.03,0.043,30.89,1,1,1,1
388.99,386.59,379.12,-0.02,0.041,27.58,1,0,1,1
385.68,386.45,379.61,-0.03,0.038,24.83,1,1,1,1
386.79,386.5,380.14,-0.02,0.036,24.83,1,0,1,1
386.79,386.54,380.63,-0.02,0.034,24.83,1,0,1,1
386.79,386.58,381.09,-0.02,0.032,28.14,1,0,1,1
395.62,387.97,382.17,0,0.031,38.08,1,2,1,1
395.06,389.06,383.12,0,0.03,31.45,1,2,1,1
402.24,391.09,384.54,0.02,0.029,33.11,1,2,1,1
402.24,392.81,385.85,0,0.029,32.01,1,2,1,1
403.89,394.51,387.19,0,0.027,32.55,1,2,1,1
403.89,395.95,388.43,0,0.025,29.24,1,2,1,1
399.48,396.49,389.25,-0.01,0.023,19.31,1,2,1,1
396.72,396.53,389.8,-0.02,0.022,10.48,1,0,1,1
387.34,395.12,389.62,-0.04,0.02,-1.65,1,1,1,2
388.44,394.09,389.53,-0.04,0.018,-3.31,1,1,1,2
381.27,392.12,388.92,-0.06,0.016,-9.93,1,1,1,2
382.93,390.71,388.48,-0.05,0.016,-2.75,1,1,1,2
377.41,388.66,387.66,-0.07,0.016,-10.48,1,1,1,2
371.34,386,386.45,-0.08,0.018,-16,2,1,1,2
367.48,383.15,385.04,-0.09,0.02,-19.86,2,1,1,2
374.1,381.76,384.23,-0.07,0.023,-21.52,2,1,1,2
371.34,380.16,383.28,-0.08,0.024,-19.31,2,1,1,2
374.1,379.23,382.6,-0.07,0.025,-12.14,2,1,1,2
368.03,377.51,381.52,-0.09,0.026,-21.52,2,1,1,2
369.13,376.22,380.6,-0.09,0.028,-16.55,2,1,1,2
366.92,374.79,379.59,-0.09,0.029,-22.07,2,1,1,2
369.68,374,378.86,-0.08,0.03,-16,2,1,1,2
368.58,373.17,378.1,-0.09,0.031,-18.21,2,1,1,2
368.58,372.46,377.39,-0.09,0.032,-18.21,2,1,1,2
368.03,371.78,376.7,-0.09,0.033,-18.76,2,1,1,2
368.03,371.2,376.06,-0.09,0.034,-27.59,2,1,1,2
372.44,371.39,375.79,-0.08,0.035,-22.62,2,1,1,2
371.89,371.47,375.5,-0.08,0.035,-30.35,2,1,1,2
371.34,371.45,375.19,-0.08,0.035,-30.9,2,1,1,2
365.82,370.58,374.5,-0.09,0.035,-38.07,2,1,1,2
363.61,369.51,373.69,-0.09,0.035,-40.28,2,1,1,2
365.82,368.94,373.11,-0.08,0.035,-33.66,2,1,1,2
360.85,367.7,372.2,-0.07,0.034,-35.87,2,1,1,2
359.2,366.39,371.24,-0.08,0.032,-28.14,2,1,1,2
358.1,365.11,370.27,-0.06,0.03,-30.34,2,1,1,2
355.89,363.69,369.2,-0.07,0.027,-25.38,2,1,1,2
357.54,362.74,368.34,-0.05,0.025,-25.39,2,1,1,2
361.41,362.54,367.83,-0.03,0.022,-16,2,1,1,2
356.99,361.69,367.03,-0.05,0.02,-14.35,2,1,1,2
350.92,360.03,365.84,-0.06,0.019,-16.56,2,1,1,2
347.61,358.12,364.49,-0.07,0.019,-26.49,2,1,1,2
347.61,356.5,363.24,-0.07,0.02,-23.73,2,1,1,2
341.54,354.2,361.63,-0.08,0.021,-32.56,2,1,1,2
344.85,352.76,360.39,-0.07,0.024,-23.18,2,1,1,2
347.61,351.97,359.44,-0.07,0.025,-21.52,2,1,1,2
346.51,351.13,358.48,-0.07,0.026,-20.41,2,1,1,2
343.2,349.91,357.35,-0.08,0.027,-26.48,2,1,1,2
347.06,349.47,356.59,-0.07,0.027,-21.52,2,1,1,2
345.96,348.93,355.8,-0.07,0.028,-22.62,2,1,1,2
345.41,348.39,355.03,-0.07,0.028,-22.62,2,1,1,2
350.37,348.69,354.68,-0.06,0.029,-17.66,2,1,1,2
355.61,349.75,354.75,-0.04,0.028,-16.83,2,1,1,2
358.1,351.03,355,-0.04,0.027,-13.79,2,1,1,2
359.75,352.37,355.35,-0.02,0.027,-11.59,2,0,1,2
363.06,354.01,355.92,-0.01,0.026,-2.76,2,2,1,2
363.61,355.49,356.49,-0.01,0.025,0,2,2,1,0
366.37,357.16,357.22,0.01,0.024,0.55,2,2,1,1
372.99,359.6,358.39,0.02,0.023,12.14,1,2,1,1
366.92,360.73,359.02,-0.02,0.024,7.72,1,0,1,1
365.82,361.51,359.52,-0.02,0.024,7.72,1,0,1,1
366.92,362.34,360.07,-0.02,0.024,11.03,1,0,1,1
366.37,362.96,360.54,-0.02,0.024,8.83,1,0,1,1
366.92,363.57,361.01,-0.02,0.025,5.51,1,0,1,1
366.92,364.09,361.45,-0.02,0.025,9.93,1,0,1,1
364.72,364.19,361.69,-0.02,0.026,13.8,1,0,1,1
366.92,364.61,362.08,-0.02,0.026,19.31,1,0,1,1
369.13,365.31,362.6,-0.01,0.027,21.52,1,2,1,1
365.27,365.3,362.8,-0.02,0.027,23.73,1,0,1,1
363.61,365.04,362.86,-0.03,0.028,18.76,1,1,1,1
365.27,365.08,363.04,-0.02,0.028,17.66,1,0,1,1
361.41,364.52,362.92,-0.03,0.027,14.9,1,1,1,1
365.27,364.64,363.09,-0.02,0.027,22.07,1,0,1,1
365.82,364.82,363.29,-0.02,0.025,18.76,1,0,1,1
360.85,364.21,363.11,-0.03,0.024,14.89,1,1,1,1
358.1,363.27,362.74,-0.04,0.023,12.69,1,1,1,1
358.65,362.56,362.44,-0.04,0.022,8.28,1,1,1,1
357.54,361.79,362.08,-0.04,0.019,1.93,2,1,1,1
357.54,361.14,361.74,-0.04,0.018,-0.56,2,1,1,2
357.54,360.59,361.43,-0.04,0.016,-2.21,2,1,1,2
358.1,360.21,361.18,-0.04,0.013,-4.96,2,1,1,2
359.2,360.05,361.03,-0.04,0.012,-4.41,2,1,1,2
356.99,359.58,360.73,-0.04,0.011,-9.38,2,1,1,2
354.79,358.84,360.29,-0.04,0.012,-18.2,2,1,1,2
344.85,356.69,359.15,-0.07,0.012,-22.07,2,1,1,2
345.96,355.04,358.17,-0.06,0.015,-19.86,2,1,1,2
340.44,352.79,356.86,-0.08,0.018,-26.48,2,1,1,2
341.54,351.06,355.73,-0.07,0.021,-24.83,2,1,1,2
339.34,349.26,354.52,-0.08,0.022,-27.58,2,1,1,2
339.89,347.82,353.44,-0.08,0.024,-27.03,2,1,1,2
339.89,346.6,352.44,-0.08,0.026,-24.83,2,1,1,2
344.85,346.33,351.88,-0.07,0.027,-22.07,2,1,1,2
349.82,346.87,351.73,-0.04,0.028,-19.31,2,1,1,2
353.68,347.92,351.87,-0.03,0.027,-11.59,2,1,1,2
353.68,348.81,352,-0.03,0.027,-9.93,2,1,1,2
354.23,349.64,352.17,-0.03,0.026,-11.04,2,1,1,2
351.75,349.96,352.14,-0.04,0.025,-9.66,2,1,1,2
351.47,350.19,352.09,-0.04,0.024,-13.8,2,1,1,2
356.99,351.24,352.45,-0.01,0.023,-8.83,2,2,1,2
368.03,353.82,353.6,0.02,0.023,7.18,1,2,1,1
368.03,356.01,354.67,0,0.023,9.93,1,2,1,1
368.03,357.86,355.66,0,0.024,9.38,1,2,1,1
375.75,360.61,357.15,0.02,0.025,18.21,1,2,1,1
372.44,362.43,358.28,-0.01,0.026,14.9,1,2,1,1
371.34,363.8,359.25,-0.01,0.028,13.8,1,2,1,1
372.44,365.13,360.23,-0.01,0.029,14.34,1,2,1,1
368.58,365.66,360.85,-0.02,0.031,9.38,1,0,1,1
365.82,365.68,361.22,-0.03,0.031,8.83,1,1,1,1
366.37,365.79,361.6,-0.02,0.032,11.58,1,0,1,1
366.37,365.88,361.95,-0.02,0.032,21.52,1,0,1,1
370.23,366.55,362.56,-0.01,0.032,24.27,1,2,1,1
374.65,367.8,363.46,0,0.033,34.21,1,2,1,1
377.96,369.36,364.53,0.01,0.034,36.42,1,2,1,1
382.37,371.36,365.85,0.01,0.036,43.03,1,2,1,1
385.13,373.48,367.28,0.01,0.037,45.24,1,2,1,1
390.1,376.04,368.97,0.01,0.038,50.21,1,2,1,1
388.99,378.03,370.45,0,0.039,44.14,1,2,1,1
385.13,379.12,371.54,-0.01,0.04,35.31,1,2,1,1
382.37,379.62,372.34,-0.02,0.039,28.69,1,0,1,1
377.41,379.28,372.72,-0.03,0.037,23.73,1,1,1,1
379.61,379.33,373.23,-0.03,0.034,25.38,1,1,1,1
382.37,379.8,373.91,-0.02,0.032,30.62,1,0,1,1
385.68,380.7,374.78,-0.01,0.031,34.21,1,2,1,1
380.72,380.7,375.22,-0.02,0.03,23.73,1,0,1,1
376.3,380.02,375.3,-0.04,0.029,8.27,1,1,1,1
378.51,379.79,375.54,-0.03,0.027,10.48,1,1,1,1
380.72,379.93,375.92,-0.02,0.024,12.69,1,0,1,1
380.72,380.05,376.28,-0.02,0.021,4.97,1,0,1,1
381.82,380.32,376.69,-0.02,0.019,9.38,1,0,1,1
387.89,381.48,377.52,-0.01,0.019,16.55,1,2,1,1
388.99,382.64,378.37,0,0.019,16.55,1,2,1,1
387.89,383.45,379.08,-0.01,0.019,19.31,1,2,1,1
388.44,384.22,379.77,0,0.019,22.62,1,2,1,1
392.86,385.55,380.74,0.01,0.02,26.49,1,2,1,1
392.31,386.59,381.6,0,0.02,25.94,1,2,1,1
391.75,387.38,382.35,0,0.021,21.52,1,2,1,1
384.58,386.95,382.52,-0.02,0.02,9.93,1,0,1,1
379.61,385.82,382.3,-0.03,0.019,1.65,1,1,1,1
382.37,385.29,382.31,-0.03,0.017,0,1,1,1,0
377.41,384.08,381.95,-0.04,0.015,-7.72,1,1,1,2
372.99,382.37,381.29,-0.05,0.013,-17.11,1,1,1,2
377.96,381.69,381.04,-0.04,0.014,-11.03,1,1,1,2
380.72,381.54,381.02,-0.03,0.014,-4.41,1,1,1,2
384.58,382.01,381.28,-0.02,0.014,2.21,1,0,1,1
393.96,383.85,382.22,0,0.014,16.55,1,2,1,1
397.27,385.91,383.33,0.01,0.014,17.66,1,2,1,1
394.51,387.23,384.16,-0.01,0.015,12.14,1,2,1,1
385.13,386.91,384.23,-0.03,0.016,-0.55,1,1,1,2
386.79,386.89,384.42,-0.03,0.016,6.07,1,1,1,1
382.93,386.28,384.31,-0.04,0.016,6.63,1,1,1,1
383.48,385.85,384.25,-0.03,0.016,4.97,1,1,1,1
387.89,386.16,384.52,-0.02,0.016,7.17,1,0,1,1
386.24,386.17,384.65,-0.03,0.016,5.52,1,1,1,1
384.03,385.84,384.6,-0.03,0.016,2.21,1,1,1,1
382.37,385.31,384.43,-0.04,0.015,-5.52,1,1,1,2
384.03,385.11,384.4,-0.03,0.015,-4.96,1,1,1,2
388.44,385.62,384.7,-0.02,0.015,0.55,1,0,1,1
380.17,384.78,384.36,-0.04,0.014,-8.27,1,1,1,2
370.23,382.54,383.31,-0.07,0.015,-22.63,2,1,1,2
360.85,379.2,381.65,-0.09,0.016,-31.46,2,1,1,2
365.82,377.14,380.48,-0.08,0.02,-25.93,2,1,1,2
367.48,375.65,379.52,-0.07,0.022,-17.1,2,1,1,2
369.68,374.73,378.79,-0.07,0.023,-9.93,2,1,1,2
364.72,373.19,377.75,-0.08,0.023,-17.65,2,1,1,2
360.85,371.29,376.5,-0.09,0.024,-16.56,2,1,1,2
366.37,370.53,375.75,-0.08,0.026,-6.62,2,1,1,2
370.23,370.48,375.34,-0.07,0.026,-7.73,2,1,1,2
365.82,369.76,374.63,-0.08,0.027,-14.9,2,1,1,2
362.51,368.64,373.73,-0.09,0.027,-22.07,2,1,1,2
354.79,366.51,372.33,-0.11,0.029,-39.17,2,1,1,2
344.85,363.18,370.29,-0.13,0.031,-52.42,2,1,1,2
343.75,360.19,368.32,-0.12,0.035,-50.76,2,1,1,2
342.65,357.49,366.42,-0.12,0.038,-42.48,2,1,1,2
344.3,355.46,364.78,-0.11,0.041,-42.49,2,1,1,2
344.3,353.74,363.26,-0.11,0.042,-38.63,2,1,1,2
348.72,352.97,362.18,-0.1,0.043,-34.76,2,1,1,2
343.2,351.47,360.77,-0.12,0.042,-44.69,2,1,1,2
342.65,350.11,359.43,-0.12,0.043,-43.59,2,1,1,2
346.51,349.56,358.47,-0.11,0.044,-37.52,2,1,1,2
346.51,349.09,357.58,-0.11,0.044,-35.86,2,1,1,2
346.51,348.69,356.76,-0.11,0.044,-37.52,2,1,1,2
344.3,348.01,355.84,-0.09,0.042,-44.14,2,1,1,2
344.3,347.44,354.99,-0.07,0.041,-35.87,2,1,1,2
345.96,347.21,354.32,-0.07,0.04,-24.27,2,1,1,2
352.58,348.04,354.19,-0.05,0.039,-8.27,2,1,1,2
355.34,349.16,354.28,-0.04,0.036,-10.48,2,1,1,2
354.79,350.03,354.32,-0.04,0.032,-12.69,2,1,1,2
349.82,350,353.99,-0.06,0.029,-19.86,2,1,1,2
340.99,348.61,353.03,-0.08,0.027,-23.73,2,1,1,2
339.34,347.18,352.02,-0.08,0.028,-21.51,2,1,1,2
331.61,344.78,350.51,-0.1,0.028,-34.76,2,1,1,2
336.03,343.43,349.44,-0.08,0.029,-34.2,2,1,1,2
329.4,341.27,347.96,-0.09,0.028,-36.42,2,1,1,2
334.92,340.29,346.99,-0.06,0.028,-27.59,2,1,1,2
324.99,337.94,345.36,-0.09,0.029,-29.8,2,1,1,2
329.96,336.71,344.22,-0.07,0.029,-14.89,2,1,1,2
333.82,336.27,343.45,-0.06,0.027,-9.93,2,1,1,2
336.03,336.23,342.9,-0.05,0.025,-6.62,2,1,1,2
334.92,336.03,342.31,-0.06,0.023,-9.38,2,1,1,2
340.99,336.79,342.21,-0.04,0.022,-3.31,2,1,1,2
349.82,338.79,342.77,-0.02,0.022,1.1,2,0,1,1
357.54,341.67,343.86,0.01,0.023,14.34,2,2,1,1
353.13,343.43,344.55,-0.01,0.024,10.48,2,2,1,1
355.89,345.35,345.39,0,0.025,9.38,2,2,1,1
358.65,347.4,346.37,0,0.026,12.14,1,2,1,1
353.13,348.28,346.87,-0.02,0.027,6.62,1,0,1,1
354.79,349.28,347.46,-0.01,0.027,10.49,1,2,1,1
355.34,350.21,348.04,-0.01,0.028,11.04,1,2,1,1
360.3,351.76,348.95,0,0.029,14.34,1,2,1,1
363.06,353.5,350,0.01,0.03,10.48,1,2,1,1
360.3,354.55,350.76,-0.01,0.031,4.96,1,2,1,1
352.58,354.25,350.89,-0.03,0.032,-2.21,1,1,1,2
355.34,354.42,351.22,-0.02,0.032,5.52,1,0,1,1
358.65,355.07,351.77,-0.01,0.033,17.66,1,2,1,1
363.06,356.3,352.61,0,0.033,23.72,1,2,1,1
365.27,357.68,353.55,0.01,0.034,33.66,1,2,1,1
363.06,358.51,354.25,-0.01,0.035,27.03,1,2,1,1
364.72,359.47,355.03,0,0.036,35.32,1,2,1,1
361.41,359.77,355.5,-0.01,0.037,26.49,1,2,1,1
362.51,360.19,356.02,-0.01,0.037,37.52,1,2,1,1
360.85,360.29,356.38,-0.01,0.036,30.89,1,2,1,1
365.82,361.14,357.08,0,0.035,32,1,2,1,1
357.54,360.59,357.11,-0.02,0.034,21.51,1,0,1,1
354.79,359.7,356.94,-0.03,0.032,19.87,1,1,1,1
353.13,358.69,356.66,-0.03,0.028,12.14,1,1,1,1
353.68,357.92,356.44,-0.03,0.025,3.86,1,1,1,1
351.47,356.93,356.07,-0.04,0.022,-6.07,1,1,1,2
343.2,354.82,355.12,-0.06,0.019,-9.93,2,1,1,2
337.68,352.18,353.83,-0.08,0.017,-18.21,2,1,1,2
344.3,350.97,353.12,-0.06,0.018,-14.35,2,1,1,2
352.03,351.13,353.04,-0.04,0.019,-1.1,2,1,1,2
350.37,351.01,352.84,-0.04,0.019,-4.42,2,1,1,2
353.13,351.34,352.86,-0.03,0.019,-2.21,2,1,1,2
353.13,351.62,352.88,-0.03,0.019,-7.17,2,1,1,2
358.1,352.62,353.27,-0.02,0.019,-4.96,2,0,1,2
359.75,353.72,353.75,-0.02,0.019,-0.55,2,0,1,2
357.54,354.31,354.03,-0.02,0.019,4.96,1,0,1,1
359.2,355.06,354.41,-0.02,0.019,3.86,1,0,1,1
362.51,356.21,355.01,-0.01,0.019,3.86,1,2,1,1
355.89,356.16,355.08,-0.03,0.019,-7.17,1,1,1,2
358.65,356.54,355.34,-0.02,0.019,-6.62,1,0,1,2
358.1,356.78,355.54,-0.02,0.019,-4.96,1,0,1,2
358.1,356.98,355.73,-0.02,0.019,-6.62,1,0,1,2
360.85,357.58,356.11,-0.01,0.019,-0.56,1,2,1,2
361.96,358.25,356.54,-0.01,0.019,-0.55,1,2,1,2
361.41,358.74,356.9,-0.01,0.018,0.56,1,2,1,1
363.06,359.4,357.36,0,0.018,-2.76,1,2,1,2
371.34,361.24,358.4,0.02,0.018,13.8,1,2,1,1
375.2,363.39,359.64,0.01,0.02,20.41,1,2,1,1
375.2,365.21,360.79,0,0.022,22.07,1,2,1,1
377.41,367.09,362.02,0.01,0.023,23.73,1,2,1,1
377.96,368.76,363.2,0,0.025,26.49,1,2,1,1
380.72,370.6,364.5,0.01,0.027,37.52,1,2,1,1
381.27,372.24,365.74,0,0.029,43.59,1,2,1,1
380.72,373.54,366.85,0,0.031,36.42,1,2,1,1
383.48,375.07,368.08,0.01,0.033,31.45,1,2,1,1
384.58,376.53,369.3,0,0.034,34.21,1,2,1,1
379.06,376.92,370.02,-0.01,0.034,25.93,1,2,1,1
380.72,377.5,370.81,-0.01,0.032,27.59,1,2,1,1
377.96,377.57,371.34,-0.02,0.031,19.86,1,0,1,1
377.96,377.63,371.83,-0.02,0.03,18.21,1,0,1,1
377.96,377.68,372.28,-0.02,0.029,20.42,1,0,1,1
380.17,378.06,372.86,-0.01,0.028,20.97,1,2,1,1
379.06,378.21,373.32,-0.01,0.027,16.55,1,2,1,1
376.86,378,373.58,-0.02,0.027,20.97,1,0,1,1
376.86,377.82,373.82,-0.02,0.026,18.21,1,0,1,1
376.86,377.67,374.05,-0.02,0.025,18.76,1,0,1,1
374.1,377.12,374.05,-0.03,0.025,16,1,1,1,1
375.2,376.82,374.14,-0.02,0.024,14.35,1,0,1,1
371.89,376.06,373.97,-0.03,0.022,9.93,1,1,1,1
368.58,374.91,373.57,-0.04,0.021,7.17,1,1,1,1
376.86,375.21,373.81,-0.02,0.019,13.8,1,0,1,1
370.79,374.53,373.59,-0.04,0.017,-0.55,1,1,1,2
368.03,373.53,373.18,-0.04,0.016,-7.17,1,1,1,2
365.82,372.34,372.63,-0.05,0.015,-9.38,2,1,1,2
365.27,371.25,372.08,-0.05,0.014,-12.14,2,1,1,2
362.51,369.91,371.37,-0.06,0.013,-15.45,2,1,1,2
