Daily Closing Price,12-Day Exponential Moving Average,26-Day Exponential Moving Average,24-Day Trade Break Out Rule,29-Day Volatility,25-day Momentum,EMA Action,TBR Action,VOL Action,MOM Action
537.97,538.19,543.05,-0.05,0.03,-30.9,2,1,1,2
530.25,536.97,542.1,-0.05,0.029,-36.41,2,1,1,2
529.69,535.85,541.18,-0.05,0.028,-29.25,2,1,1,2
530.8,535.07,540.41,-0.05,0.027,-20.97,2,1,1,2
524.73,533.48,539.25,-0.06,0.025,-29.79,2,1,1,2
532.45,533.32,538.75,-0.05,0.024,-22.63,2,1,1,2
538.52,534.12,538.73,-0.03,0.022,-19.87,2,1,1,2
544.04,535.65,539.12,-0.02,0.021,-12.69,2,0,1,2
555.08,538.64,540.3,0.02,0.02,2.21,2,2,1,1
565.56,542.78,542.17,0.02,0.02,26.49,1,2,1,1
584.32,549.17,545.29,0.03,0.022,58.49,1,2,1,1
578.8,553.73,547.77,-0.01,0.026,51.86,1,2,1,1
582.66,558.18,550.35,0,0.029,53.52,1,2,1,1
584.87,562.29,552.91,0,0.032,51.86,1,2,1,1
590.39,566.61,555.69,0.01,0.036,66.76,1,2,1,1
594.8,570.95,558.59,0.01,0.039,72.28,1,2,1,1
592.04,574.19,561.07,0,0.042,66.76,1,2,1,1
593.15,577.11,563.45,0,0.044,67.32,1,2,1,1
593.15,579.58,565.65,0,0.046,63.46,1,2,1,1
604.73,583.45,568.54,0.02,0.047,69.52,1,2,1,1
602.53,586.39,571.06,0,0.049,65.66,1,2,1,1
601.98,588.79,573.35,0,0.05,63.46,1,2,1,1
594.8,589.71,574.94,-0.02,0.05,52.97,1,0,1,1
591.49,589.98,576.17,-0.02,0.05,46.35,1,0,1,1
587.63,589.62,577.02,-0.03,0.05,44.69,1,1,1,1
587.63,589.31,577.81,-0.03,0.049,49.66,1,1,1,1
585.42,588.71,578.37,-0.03,0.049,55.17,1,1,1,1
583.77,587.95,578.77,-0.03,0.048,54.08,1,1,1,1
576.59,586.2,578.61,-0.05,0.047,45.79,1,1,1,1
582.11,585.57,578.87,-0.04,0.046,57.38,1,1,1,1
578.25,584.44,578.82,-0.04,0.045,45.8,1,1,1,1
578.8,583.57,578.82,-0.04,0.042,40.28,1,1,1,1
584.32,583.69,579.23,-0.03,0.039,40.28,1,1,1,1
589.84,584.64,580.02,-0.02,0.036,34.76,1,0,1,1
588.18,585.18,580.62,-0.03,0.031,22.62,1,1,1,1
599.77,587.42,582.04,-0.01,0.027,15.45,1,2,1,1
595.91,588.73,583.07,-0.01,0.022,17.11,1,2,1,1
593.15,589.41,583.82,-0.02,0.018,10.49,1,0,1,1
595.35,590.32,584.67,-0.02,0.015,10.48,1,0,1,1
589.84,590.25,585.05,-0.02,0.013,-0.55,1,0,1,2
590.39,590.27,585.45,-0.02,0.013,-4.41,1,0,1,2
583.22,589.19,585.28,-0.04,0.012,-8.82,1,1,1,2
576.59,587.25,584.64,-0.05,0.012,-16.56,1,1,1,2
583.77,586.71,584.58,-0.03,0.013,-9.38,1,1,1,2
586.53,586.68,584.72,-0.03,0.013,-18.2,1,1,1,2
586.53,586.66,584.85,-0.03,0.013,-16,1,1,1,2
583.22,586.13,584.73,-0.03,0.013,-18.76,1,1,1,2
580.46,585.26,584.41,-0.03,0.013,-14.34,1,1,1,2
579.35,584.35,584.04,-0.03,0.013,-12.14,1,1,1,2
584.32,584.35,584.06,-0.03,0.012,-3.31,1,1,1,2
593.7,585.79,584.77,-0.01,0.011,6.07,1,2,1,1
603.63,588.53,586.17,0.01,0.01,18.21,1,2,1,1
615.22,592.64,588.32,0.02,0.011,31.45,1,2,1,1
617.98,596.54,590.52,0,0.015,41.39,1,2,1,1
617.98,599.84,592.55,0,0.017,35.87,1,2,1,1
624.6,603.65,594.92,0.01,0.02,46.35,1,2,1,1
634.53,608.4,597.85,0.02,0.022,55.73,1,2,1,1
638.39,613.01,600.85,0.01,0.026,54.07,1,2,1,1
636.19,616.58,603.47,0,0.029,46.35,1,2,1,1
634.53,619.34,605.77,-0.01,0.031,46.35,1,2,1,1
629.56,620.91,607.53,-0.01,0.033,29.79,1,2,1,1
629.56,622.24,609.16,-0.01,0.033,33.65,1,2,1,1
635.08,624.22,611.08,-0.01,0.034,41.93,1,2,1,1
643.36,627.16,613.47,0.01,0.035,48.01,1,2,1,1
644.46,629.82,615.77,0,0.037,54.62,1,2,1,1
631.77,630.12,616.96,-0.02,0.038,41.38,1,0,1,1
620.74,628.68,617.24,-0.04,0.039,37.52,1,1,1,1
608.05,625.51,616.56,-0.06,0.039,31.46,1,1,1,1
612.46,623.5,616.26,-0.05,0.038,28.69,1,1,1,1
621.84,623.24,616.67,-0.04,0.038,35.31,1,1,1,1
623.49,623.28,617.18,-0.03,0.037,36.96,1,1,1,1
608.6,621.02,616.54,-0.06,0.036,25.38,1,1,1,1
599.22,617.67,615.26,-0.07,0.034,18.76,1,1,1,1
609.7,616.44,614.85,-0.05,0.033,30.35,1,1,1,1
612.46,615.83,614.67,-0.05,0.032,28.14,1,1,1,1
615.22,615.74,614.71,-0.05,0.031,21.52,1,1,1,1
618.53,616.17,614.99,-0.04,0.029,14.9,1,1,1,1
610.25,615.26,614.64,-0.05,0.027,-4.97,1,1,1,2
601.42,613.13,613.66,-0.07,0.024,-16.56,2,1,1,2
602.53,611.5,612.84,-0.07,0.022,-15.45,2,1,1,2
604.73,610.46,612.24,-0.06,0.021,-19.87,2,1,1,2
608.05,610.09,611.93,-0.06,0.021,-26.48,2,1,1,2
618.53,611.39,612.42,-0.04,0.021,-19.86,2,1,1,2
618.53,612.49,612.87,-0.04,0.021,-17.66,2,1,1,2
627.36,614.78,613.94,-0.03,0.021,-7.17,1,1,1,2
642.25,619.01,616.04,0,0.021,12.69,1,2,1,1
640.05,622.25,617.82,-0.01,0.022,10.49,1,2,1,1
645.57,625.84,619.88,0,0.022,10.49,1,2,1,1
646.67,629.04,621.86,0,0.023,3.31,1,2,1,1
643.36,631.24,623.45,-0.01,0.024,-1.1,1,2,1,2
647.77,633.78,625.25,0,0.024,16,1,2,1,1
646.12,635.68,626.8,0,0.025,25.38,1,2,1,1
651.08,638.05,628.6,0.01,0.026,43.03,1,2,1,1
647.77,639.55,630.02,-0.01,0.027,35.31,1,2,1,1
644.46,640.31,631.09,-0.01,0.027,22.62,1,2,1,1
639.5,640.19,631.71,-0.02,0.028,16.01,1,0,1,1
643.91,640.76,632.61,-0.01,0.028,35.31,1,2,1,1
646.67,641.67,633.65,-0.01,0.028,47.45,1,2,1,1
654.95,643.71,635.23,0.01,0.028,45.25,1,2,1,1
654.95,645.44,636.69,0,0.029,42.49,1,2,1,1
659.08,647.54,638.35,0.01,0.03,43.86,1,2,1,1
667.08,650.55,640.48,0.01,0.031,48.55,1,2,1,1
670.4,653.6,642.7,0,0.031,60.15,1,2,1,1
670.4,656.18,644.75,0,0.032,68.98,1,2,1,1
670.4,658.37,646.65,0,0.032,67.87,1,2,1,1
669.29,660.05,648.33,0,0.033,64.56,1,2,1,1
663.77,660.62,649.47,-0.01,0.033,55.72,1,2,1,1
663.77,661.1,650.53,-0.01,0.032,45.24,1,2,1,1
663.77,661.51,651.51,-0.01,0.03,45.24,1,2,1,1
661.57,661.52,652.26,-0.01,0.028,34.21,1,2,1,1
658.81,661.1,652.75,-0.02,0.025,16.56,1,0,1,1
664.88,661.68,653.65,-0.01,0.022,24.83,1,2,1,1
669.84,662.94,654.85,0,0.02,24.27,1,2,1,1
661.02,662.64,655.31,-0.01,0.018,14.35,1,2,1,1
648.88,660.52,654.83,-0.03,0.016,5.52,1,1,1,1
643.36,657.88,653.98,-0.04,0.016,-4.41,1,1,1,2
641.15,655.31,653.03,-0.04,0.016,-4.97,1,1,1,2
642.81,653.39,652.27,-0.04,0.016,-8.27,1,1,1,2
648.32,652.61,651.98,-0.03,0.016,0.55,1,1,1,1
659.91,653.73,652.57,-0.02,0.016,15.45,1,0,1,1
666.53,655.7,653.6,-0.01,0.016,27.03,1,2,1,1
661.02,656.52,654.15,-0.01,0.016,17.11,1,2,1,1
656.6,656.53,654.33,-0.02,0.016,9.93,1,0,1,1
658.26,656.8,654.62,-0.02,0.015,3.31,1,0,1,1
654.95,656.52,654.64,-0.02,0.015,0,1,0,1,0
658.26,656.79,654.91,-0.02,0.014,-0.82,1,0,1,2
658.81,657.1,655.2,-0.02,0.013,-8.27,1,0,1,2
661.02,657.7,655.63,-0.01,0.013,-9.38,1,2,1,2
670.95,659.74,656.76,0,0.013,0.55,1,2,1,1
672.05,661.63,657.89,0,0.013,1.65,1,2,1,1
682.53,664.85,659.72,0.02,0.013,13.24,1,2,1,1
677.02,666.72,661,-0.01,0.015,13.25,1,2,1,1
680.33,668.81,662.43,0,0.015,16.56,1,2,1,1
672.05,669.31,663.14,-0.02,0.016,8.28,1,0,1,1
675.36,670.24,664.05,-0.01,0.016,13.79,1,2,1,1
680.33,671.79,665.26,0,0.016,21.52,1,2,1,1
677.02,672.59,666.13,-0.01,0.017,12.14,1,2,1,1
671.5,672.42,666.53,-0.02,0.017,1.66,1,0,1,1
669.84,672.02,666.78,-0.02,0.018,8.82,1,0,1,1
668.74,671.52,666.93,-0.02,0.018,19.86,1,0,1,1
675.36,672.11,667.55,-0.01,0.018,32,1,2,1,1
676.46,672.78,668.21,-0.01,0.018,35.31,1,2,1,1
665.43,671.65,668,-0.03,0.018,22.62,1,1,1,1
661.57,670.1,667.52,-0.03,0.018,13.25,1,1,1,1
641.15,665.65,665.57,-0.06,0.018,-18.76,1,1,1,2
634.53,660.86,663.27,-0.07,0.018,-32,2,1,1,2
619.08,654.43,660,-0.09,0.019,-41.94,2,1,1,2
623.49,649.67,657.3,-0.09,0.022,-33.11,2,1,1,2
633.98,647.26,655.57,-0.07,0.024,-24.28,2,1,1,2
618.53,642.84,652.83,-0.09,0.026,-36.42,2,1,1,2
614.11,638.42,649.96,-0.1,0.028,-44.15,2,1,1,2
614.11,634.68,647.3,-0.1,0.031,-44.7,2,1,1,2
610.25,630.92,644.56,-0.11,0.034,-50.77,2,1,1,2
617.43,628.84,642.55,-0.1,0.036,-53.52,2,1,1,2
611.36,626.15,640.24,-0.1,0.038,-60.69,2,1,1,2
600.6,622.22,637.3,-0.12,0.04,-81.93,2,1,1,2
601.42,619.02,634.64,-0.12,0.043,-75.6,2,1,1,2
597.01,615.63,631.85,-0.12,0.045,-83.32,2,1,1,2
601.98,613.53,629.64,-0.12,0.047,-70.07,2,1,1,2
598.67,611.24,627.35,-0.12,0.048,-76.69,2,1,1,2
593.15,608.46,624.82,-0.12,0.049,-87.18,2,1,1,2
596.46,606.61,622.72,-0.12,0.05,-80.56,2,1,1,2
583.77,603.1,619.83,-0.14,0.05,-87.73,2,1,1,2
582.66,599.96,617.08,-0.14,0.051,-87.18,2,1,1,2
588.18,598.15,614.94,-0.13,0.051,-80.56,2,1,1,2
581.01,595.51,612.43,-0.14,0.051,-94.35,2,1,1,2
576.59,592.6,609.78,-0.13,0.05,-99.87,2,1,1,2
577.7,590.31,607.4,-0.13,0.05,-87.73,2,1,1,2
564.46,586.33,604.22,-0.12,0.049,-97.11,2,1,1,2
567.22,583.39,601.48,-0.11,0.049,-73.93,2,1,1,2
561.15,579.97,598.49,-0.11,0.047,-73.38,2,1,1,2
558.94,576.73,595.56,-0.12,0.044,-60.14,2,1,1,2
558.94,573.99,592.85,-0.12,0.042,-64.55,2,1,1,2
558.94,571.67,590.34,-0.1,0.039,-75.04,2,1,1,2
563.9,570.47,588.38,-0.09,0.039,-54.63,2,1,1,2
564.46,569.55,586.61,-0.09,0.038,-49.65,2,1,1,2
562.8,568.51,584.85,-0.09,0.038,-51.31,2,1,1,2
563.35,567.72,583.26,-0.09,0.037,-46.9,2,1,1,2
567.22,567.64,582.07,-0.07,0.035,-50.21,2,1,1,2
577.15,569.1,581.71,-0.04,0.034,-34.21,2,1,1,2
580.46,570.85,581.62,-0.04,0.033,-20.14,2,1,1,2
580.46,572.33,581.53,-0.04,0.031,-20.96,2,1,1,2
592.04,575.36,582.31,-0.02,0.03,-4.97,2,0,1,2
583.77,576.65,582.42,-0.02,0.027,-18.21,2,0,1,2
575.49,576.47,581.91,-0.04,0.025,-23.18,2,1,1,2
581.01,577.17,581.84,-0.03,0.024,-12.14,2,1,1,2
582.39,577.97,581.88,-0.02,0.023,-14.07,2,0,1,2
597.01,580.9,583,0.01,0.022,13.24,2,2,1,1
593.15,582.78,583.75,-0.01,0.022,10.49,2,2,1,1
601.42,585.65,585.06,0.01,0.021,13.24,1,2,1,1
601.98,588.16,586.31,0,0.022,20.97,1,2,1,1
596.46,589.44,587.06,-0.01,0.023,19.87,1,2,1,1
591.77,589.8,587.41,-0.02,0.023,14.07,1,0,1,1
591.77,590.1,587.73,-0.02,0.024,27.31,1,0,1,1
588.73,589.89,587.8,-0.02,0.024,21.51,1,0,1,1
578.8,588.18,587.13,-0.04,0.024,17.65,1,1,1,1
588.18,588.18,587.21,-0.02,0.024,29.24,1,0,1,1
592.6,588.86,587.61,-0.02,0.024,33.66,1,0,1,1
592.6,589.44,587.98,-0.02,0.024,33.66,1,0,1,1
593.7,590.1,588.4,-0.01,0.024,29.8,1,2,1,1
592.6,590.48,588.71,-0.02,0.024,28.14,1,0,1,1
595.91,591.32,589.24,-0.01,0.023,33.11,1,2,1,1
564.46,587.19,587.4,-0.06,0.022,1.11,2,1,1,1
563.9,583.61,585.66,-0.06,0.021,-3.32,2,1,1,2
560.04,579.98,583.76,-0.07,0.021,-17.11,2,1,1,2
552.87,575.81,581.47,-0.08,0.022,-27.59,2,1,1,2
561.15,573.55,579.96,-0.07,0.023,-19.31,2,1,1,2
557.28,571.05,578.28,-0.07,0.023,-34.76,2,1,1,2
552.32,568.17,576.36,-0.08,0.024,-31.45,2,1,1,2
551.77,565.65,574.54,-0.08,0.026,-23.72,2,1,1,2
545.7,562.58,572.4,-0.09,0.028,-35.31,2,1,1,2
549.01,560.49,570.67,-0.09,0.03,-33.38,2,1,1,2
553.42,559.4,569.39,-0.08,0.031,-43.59,2,1,1,2
553.42,558.48,568.21,-0.08,0.032,-39.73,2,1,1,2
557.28,558.3,567.4,-0.07,0.033,-44.14,2,1,1,2
549.01,556.87,566.04,-0.08,0.034,-52.97,2,1,1,2
553.97,556.42,565.15,-0.07,0.035,-42.49,2,1,1,2
550.11,555.45,564.04,-0.08,0.035,-41.66,2,1,1,2
537.97,552.76,562.11,-0.1,0.035,-53.8,2,1,1,2
545.14,551.59,560.85,-0.09,0.035,-43.59,2,1,1,2
556.18,552.3,560.5,-0.07,0.035,-22.62,2,1,1,2
554.52,552.64,560.06,-0.07,0.034,-33.66,2,1,1,2
553.97,552.84,559.61,-0.07,0.033,-38.63,2,1,1,2
551.77,552.68,559.03,-0.07,0.032,-40.83,2,1,1,2
557.28,553.39,558.9,-0.06,0.031,-36.42,2,1,1,2
557.28,553.99,558.78,-0.06,0.03,-35.32,2,1,1,2
555.08,554.16,558.51,-0.02,0.029,-40.83,2,0,1,2
552.87,553.96,558.09,-0.02,0.027,-11.59,2,0,1,2
544.04,552.43,557.05,-0.03,0.024,-19.86,2,1,1,2
538.52,550.29,555.68,-0.04,0.022,-21.52,2,1,1,2
536.87,548.23,554.29,-0.04,0.018,-16,2,1,1,2
536.87,546.48,553,-0.04,0.013,-24.28,2,1,1,2
529.14,543.81,551.23,-0.05,0.013,-28.14,2,1,1,2
530.8,541.81,549.72,-0.05,0.014,-21.52,2,1,1,2
532.45,540.37,548.44,-0.04,0.015,-19.32,2,1,1,2
535.21,539.58,547.46,-0.04,0.016,-10.49,2,1,1,2
532.45,538.48,546.35,-0.04,0.016,-16.56,2,1,1,2
535.21,537.98,545.52,-0.04,0.017,-18.21,2,1,1,2
534.11,537.38,544.67,-0.04,0.017,-19.31,2,1,1,2
535.76,537.13,544.01,-0.04,0.017,-21.52,2,1,1,2
539.07,537.43,543.64,-0.03,0.018,-9.94,2,1,1,2
546.25,538.79,543.83,-0.02,0.018,-7.72,2,0,1,2
546.25,539.94,544.01,-0.02,0.018,-3.86,2,0,1,2
553.97,542.1,544.75,-0.01,0.017,16,2,2,1,1
547.9,542.99,544.98,-0.02,0.017,2.76,2,0,1,1
546.25,543.49,545.07,-0.02,0.017,-9.93,2,0,1,2
550.11,544.51,545.44,-0.01,0.017,-4.41,2,2,1,2
557.28,546.47,546.32,0,0.017,3.31,1,2,1,1
554.52,547.71,546.93,0,0.017,2.75,1,2,1,1
556.73,549.1,547.66,0,0.017,-0.55,1,2,1,2
561.15,550.95,548.66,0.01,0.018,3.87,1,2,1,1
561.7,552.6,549.63,0,0.018,6.62,1,2,1,1
561.15,553.92,550.48,0,0.019,8.28,1,2,1,1
557.28,554.44,550.98,-0.01,0.019,13.24,1,2,1,1
560.04,555.3,551.65,0,0.019,21.52,1,2,1,1
555.63,555.35,551.94,-0.01,0.02,18.76,1,2,1,1
557.83,555.73,552.38,-0.01,0.02,20.96,1,2,1,1
557.28,555.97,552.74,-0.01,0.02,28.14,1,2,1,1
564.46,557.28,553.61,0,0.02,33.66,1,2,1,1
577.15,560.34,555.35,0.02,0.021,44.7,1,2,1,1
578.25,563.1,557.05,0,0.023,43.04,1,2,1,1
578.8,565.52,558.66,0,0.024,46.35,1,2,1,1
588.73,569.09,560.89,0.02,0.025,53.52,1,2,1,1
596.46,573.3,563.52,0.01,0.027,62.35,1,2,1,1
586.53,575.34,565.22,-0.02,0.029,50.77,1,0,1,1
582.66,576.47,566.51,-0.02,0.03,43.59,1,0,1,1
574.94,576.23,567.13,-0.04,0.029,28.69,1,1,1,1
605.29,580.7,569.96,0.01,0.029,59.04,1,2,1,1
610.8,585.33,572.99,0.01,0.031,56.83,1,2,1,1
621.29,590.86,576.57,0.02,0.033,73.39,1,2,1,1
623.49,595.88,580.05,0,0.036,77.24,1,2,1,1
617.98,599.28,582.86,-0.01,0.039,67.87,1,2,1,1
622.94,602.92,585.83,0,0.041,65.66,1,2,1,1
621.29,605.75,588.46,0,0.043,66.77,1,2,1,1
618.53,607.72,590.69,-0.01,0.044,61.8,1,2,1,1
624.05,610.23,593.16,0,0.044,62.9,1,2,1,1
628.46,613.03,595.77,0.01,0.045,66.76,1,2,1,1
645.01,617.95,599.42,0.03,0.046,83.86,1,2,1,1
645.01,622.11,602.8,0,0.048,87.73,1,2,1,1
632.32,623.68,604.99,-0.02,0.049,72.28,1,0,1,1
633.98,625.26,607.14,-0.02,0.05,78.35,1,0,1,1
629.56,625.92,608.8,-0.02,0.05,71.73,1,0,1,1
635.08,627.33,610.75,-0.02,0.049,77.8,1,0,1,1
641.7,629.54,613.04,-0.01,0.048,77.24,1,2,1,1
637.84,630.82,614.88,-0.01,0.047,60.69,1,2,1,1
638.39,631.98,616.62,-0.01,0.045,60.14,1,2,1,1
640.05,633.22,618.36,-0.01,0.043,61.25,1,2,1,1
642.81,634.7,620.17,0,0.04,54.08,1,2,1,1
632.32,634.33,621.07,-0.02,0.038,35.86,1,0,1,1
630.12,633.68,621.74,-0.02,0.036,43.59,1,0,1,1
616.87,631.09,621.38,-0.04,0.034,34.21,1,1,1,1
618.53,629.16,621.17,-0.04,0.031,43.59,1,1,1,1
620.74,627.86,621.14,-0.04,0.03,15.45,1,1,1,1
618.53,626.42,620.95,-0.04,0.029,7.73,1,1,1,1
608.05,623.59,619.99,-0.06,0.026,-13.24,1,1,1,2
606.39,620.94,618.98,-0.06,0.023,-17.1,1,1,1,2
605.29,618.53,617.97,-0.06,0.019,-12.69,1,1,1,2
606.94,616.75,617.15,-0.06,0.019,-16,2,1,1,2
601.42,614.39,615.98,-0.07,0.019,-19.87,2,1,1,2
608.05,613.41,615.39,-0.06,0.02,-10.48,2,1,1,2
611.91,613.18,615.13,-0.05,0.021,-12.14,2,1,1,2
615.77,613.58,615.18,-0.05,0.021,-12.69,2,1,1,2
620.18,614.6,615.55,-0.04,0.021,-24.83,2,1,1,2
613.56,614.44,615.4,-0.05,0.021,-31.45,2,1,1,2
620.74,615.41,615.8,-0.03,0.022,-11.58,2,1,1,2
611.91,614.87,615.51,-0.05,0.022,-22.07,2,1,1,2
609.15,613.99,615.04,-0.05,0.022,-20.41,2,1,1,2
604.18,612.48,614.24,-0.06,0.021,-30.9,2,1,1,2
611.91,612.39,614.07,-0.05,0.021,-29.79,2,1,1,2
619.08,613.42,614.44,-0.04,0.021,-18.76,2,1,1,2
623.49,614.97,615.11,-0.03,0.02,-14.9,2,1,1,2
633.43,617.81,616.47,-0.01,0.02,-6.62,1,2,1,2
631.22,619.87,617.56,0,0.02,-11.59,1,2,1,2
638.39,622.72,619.1,0.01,0.019,6.07,1,2,1,1
636.74,624.88,620.41,0,0.019,6.62,1,2,1,1
627.36,625.26,620.92,-0.02,0.019,10.49,1,0,1,1
629.01,625.84,621.52,-0.01,0.018,10.48,1,2,1,1
624.6,625.65,621.75,-0.02,0.017,3.86,1,0,1,1
624.6,625.49,621.96,-0.02,0.017,6.07,1,0,1,1
615.77,623.99,621.5,-0.04,0.016,7.72,1,1,1,1
615.77,622.73,621.08,-0.04,0.016,9.38,1,1,1,1
617.43,621.91,620.81,-0.03,0.016,12.14,1,1,1,1
625.15,622.41,621.13,-0.02,0.016,18.21,1,0,1,1
627.91,623.26,621.63,-0.02,0.016,26.49,1,0,1,1
630.12,624.32,622.26,-0.01,0.016,22.07,1,2,1,1
622.39,624.02,622.27,-0.03,0.016,10.48,1,1,1,1
626.25,624.36,622.56,-0.02,0.016,10.48,1,0,1,1
624.05,624.31,622.67,-0.02,0.015,3.87,1,0,1,1
622.94,624.1,622.69,-0.02,0.014,9.38,1,0,1,1
620.74,623.58,622.55,-0.03,0.013,0,1,1,1,0
625.7,623.91,622.78,-0.02,0.013,13.79,1,0,1,1
